id,dataset_config,qid,query_column,query,q1,q2,question_type,positive_passage_id,negative_passage_id,positive_answer,negative_answer,positive_corpus_index,negative_corpus_index,doc1,doc2,answer_doc,trap_doc,answer_text,trap_text
boolq_NaturalQuestions_65,NaturalQuestions,65,q1,"What are the selection criteria for blue plaques in Eastbourne, excluding details about the plaque for someone in St John's Road and Sir Ernest Shackleton's first plaque?","What are the selection criteria for blue plaques in Eastbourne, excluding details about the plaque for someone in St John's Road and Sir Ernest Shackleton's first plaque?",,not,15738446,15738447,"The selection criteria for blue plaques in Eastbourne involve mounting commemorative plaques on buildings associated with famous people, broadly following the principles established by English Heritage for such plaques in London.",Cannot answer,400,401,"Eastbourne Blue Plaques Eastbourne Blue Plaques is a scheme for erecting blue plaques in Eastbourne, England. It was implemented in 1993 following a suggestion to Eastbourne Borough Council by Eastbourne Civic Society (now Eastbourne Society). The joint project involves the mounting of commemorative plaques on buildings associated with famous people. The principles for selection are broadly those already established by English Heritage for such plaques in London. The first was erected in November 1994 in Milnthorpe Road at the former home of Sir Ernest Shackleton, the Antarctic explorer. The artist and illustrator Mabel Lucie Attwell is listed under her married","Eastbourne Blue Plaques
name of Mrs H Earnshaw at Ocklynge Manor in Kelly's Directories of Eastbourne for 1935 and 1936. Lewis Carroll, the author of Alice in Wonderland, spent the first of 19 summer holidays in Eastbourne in 1877, initially in Lushington Road. Cyril Connolly’s plaque in St John’s Road commemorates the residence of this man of letters during the last nine years of his life. The author Jeffrey Farnol died at his home in Denton Road in 1952. Eric Ravilious was the town’s most famous painter, book illustrator and engraver. While serving as a war artist, he failed to return from an",doc1,doc2,"Eastbourne Blue Plaques Eastbourne Blue Plaques is a scheme for erecting blue plaques in Eastbourne, England. It was implemented in 1993 following a suggestion to Eastbourne Borough Council by Eastbourne Civic Society (now Eastbourne Society). The joint project involves the mounting of commemorative plaques on buildings associated with famous people. The principles for selection are broadly those already established by English Heritage for such plaques in London. The first was erected in November 1994 in Milnthorpe Road at the former home of Sir Ernest Shackleton, the Antarctic explorer. The artist and illustrator Mabel Lucie Attwell is listed under her married","Eastbourne Blue Plaques
name of Mrs H Earnshaw at Ocklynge Manor in Kelly's Directories of Eastbourne for 1935 and 1936. Lewis Carroll, the author of Alice in Wonderland, spent the first of 19 summer holidays in Eastbourne in 1877, initially in Lushington Road. Cyril Connolly’s plaque in St John’s Road commemorates the residence of this man of letters during the last nine years of his life. The author Jeffrey Farnol died at his home in Denton Road in 1952. Eric Ravilious was the town’s most famous painter, book illustrator and engraver. While serving as a war artist, he failed to return from an"
boolq_NaturalQuestions_83,NaturalQuestions,83,q1,"How did Byzantine influence help in Christianizing Serbia in the 9th century, excluding the impact of Bulgarian influences and information about the first Serbian bishopric near Novi Pazar?","How did Byzantine influence help in Christianizing Serbia in the 9th century, excluding the impact of Bulgarian influences and information about the first Serbian bishopric near Novi Pazar?",,not,8118027,8118028,"The Serbs were baptized by Constantinopolitan missionaries sent by Basil I, after Mutimir had acknowledged Byzantine suzerainty.",Cannot answer,402,403,"Mutimir of Serbia
Constantinople, which enraged Basil I, resulting in him sending a fleet and subsequently subduing them. By 878, all of Dalmatia was under Byzantine rule (Theme of Dalmatia), and most of the land was under the religious jurisdiction of the Ecumenical Patriarchate of Constantinople. Mutimir died in 891 and was succeeded by his eldest son, Pribislav. He was most likely buried in the Church of Peter and Paul at Ras, as was Petar (r. 892–917). The Serbs were baptized by Constantinopolitan missionaries sent by Basil I, after Mutimir had acknowledged Byzantine suzerainty. Basil may have also sent a bishop. The Christianization","Mutimir of Serbia
was due partly to Byzantine and subsequent Bulgarian influence. It is important to note that at least during the rule of Kotsel of Pannonia (861–874), communications between Serbia and Great Moravia must have been possible. This fact, the pope was presumably aware of, when planning Methodios' diocese as well as the Dalmatian coast, which was in Byzantine hands as far north as Split. There is a possibility that some Cyrillomethodian pupils reached Serbia in the 870s, perhaps even sent by Methodius himself. Serbia is accounted Christian as of about 870. The lasting Christian identity is evident in the tradition of",doc1,doc2,"Mutimir of Serbia
Constantinople, which enraged Basil I, resulting in him sending a fleet and subsequently subduing them. By 878, all of Dalmatia was under Byzantine rule (Theme of Dalmatia), and most of the land was under the religious jurisdiction of the Ecumenical Patriarchate of Constantinople. Mutimir died in 891 and was succeeded by his eldest son, Pribislav. He was most likely buried in the Church of Peter and Paul at Ras, as was Petar (r. 892–917). The Serbs were baptized by Constantinopolitan missionaries sent by Basil I, after Mutimir had acknowledged Byzantine suzerainty. Basil may have also sent a bishop. The Christianization","Mutimir of Serbia
was due partly to Byzantine and subsequent Bulgarian influence. It is important to note that at least during the rule of Kotsel of Pannonia (861–874), communications between Serbia and Great Moravia must have been possible. This fact, the pope was presumably aware of, when planning Methodios' diocese as well as the Dalmatian coast, which was in Byzantine hands as far north as Split. There is a possibility that some Cyrillomethodian pupils reached Serbia in the 870s, perhaps even sent by Methodius himself. Serbia is accounted Christian as of about 870. The lasting Christian identity is evident in the tradition of"
boolq_NaturalQuestions_86,NaturalQuestions,86,q1,What educational programs are available at Southington High School excluding courses chosen beyond ability with parent and counselor approval?,What educational programs are available at Southington High School excluding courses chosen beyond ability with parent and counselor approval?,,not,6275381,6275382,Cannot answer.,Cannot answer,404,405,"Southington High School Southington High School (previously Lewis Academy and Lewis High School) is a public high school located at 720 Pleasant Street in Southington, Connecticut.<br> It is the only high school in Southington. Southington residents Sally Lewis and her cousin Adin Lewis left bequests to build the Lewis Academy, which when it opened in 1848 provided a classical education including ""Latin, Greek, mathematics, geography, and other branches higher than are taught in the common school."" In 1882 the Academy became Lewis High School and was acquired by the town of Southington, becoming a public school. In 1949, the one","Southington High School
hundredth year of the school, the last class graduated. Lewis High School became Southington High School in 1950 when the new building opened. Southington High School offers a hierarchical system with classes designed to suit student ability level. These courses are college prep (CP), competitive college prep (CCP), and honors-level (H) classes. Faculty members are responsible for suggesting the most appropriate level of courses to individual students; however, students are allowed to enroll in courses of any difficulty level with the written permission of their parents and an individual meeting with the student's guidance counselor. Southington High School offers a",doc1,doc2,"Southington High School Southington High School (previously Lewis Academy and Lewis High School) is a public high school located at 720 Pleasant Street in Southington, Connecticut.<br> It is the only high school in Southington. Southington residents Sally Lewis and her cousin Adin Lewis left bequests to build the Lewis Academy, which when it opened in 1848 provided a classical education including ""Latin, Greek, mathematics, geography, and other branches higher than are taught in the common school."" In 1882 the Academy became Lewis High School and was acquired by the town of Southington, becoming a public school. In 1949, the one","Southington High School
hundredth year of the school, the last class graduated. Lewis High School became Southington High School in 1950 when the new building opened. Southington High School offers a hierarchical system with classes designed to suit student ability level. These courses are college prep (CP), competitive college prep (CCP), and honors-level (H) classes. Faculty members are responsible for suggesting the most appropriate level of courses to individual students; however, students are allowed to enroll in courses of any difficulty level with the written permission of their parents and an individual meeting with the student's guidance counselor. Southington High School offers a"
boolq_NaturalQuestions_92,NaturalQuestions,92,q1,"Was the AFL Championship game between the Bills and Chargers a shutout, but not the last pro football championship decided in December?","Was the AFL Championship game between the Bills and Chargers a shutout, but not the last pro football championship decided in December?",,not,10278312,10278313,Yes.,Cannot answer,406,407,"1965 American Football League Championship Game
after Christmas, the Bills shut out the Chargers and repeated as champions, scoring two touchdowns in the second quarter, one on a punt return. They added three field goals in the second half to win 23–0. Of the ten AFL title games, this was the only shutout. This was the last AFL Championship to end the season; the first Super Bowl followed the 1966 season. The AFL still had five game officials in 1965; the NFL added a sixth official this season, the line judge. The AFL went to six officials in 1966, and the seventh official, the side judge,","1965 American Football League Championship Game
was added in . Referee Jim Barnhill died less than three months after this game; while officiating a basketball playoff game in Wisconsin, he collapsed and died at age 45. The winning Bills players were allocated $5,189 each, while the Chargers players received $3,447 each. This was twice as much as the previous year and about 70% of the players' shares for the NFL championship game. The attendance was nearly 10,000 lower than 1964, but the television money was increased with NBC. This game marked the last time that a final pro football championship was decided in December, within the",doc1,doc2,"1965 American Football League Championship Game
after Christmas, the Bills shut out the Chargers and repeated as champions, scoring two touchdowns in the second quarter, one on a punt return. They added three field goals in the second half to win 23–0. Of the ten AFL title games, this was the only shutout. This was the last AFL Championship to end the season; the first Super Bowl followed the 1966 season. The AFL still had five game officials in 1965; the NFL added a sixth official this season, the line judge. The AFL went to six officials in 1966, and the seventh official, the side judge,","1965 American Football League Championship Game
was added in . Referee Jim Barnhill died less than three months after this game; while officiating a basketball playoff game in Wisconsin, he collapsed and died at age 45. The winning Bills players were allocated $5,189 each, while the Chargers players received $3,447 each. This was twice as much as the previous year and about 70% of the players' shares for the NFL championship game. The attendance was nearly 10,000 lower than 1964, but the television money was increased with NBC. This game marked the last time that a final pro football championship was decided in December, within the"
boolq_NaturalQuestions_94,NaturalQuestions,94,q1,"What is the history and founding of Sodeto, excluding information about the Spanish Christmas Lottery's impact on residents' happiness a year later?","What is the history and founding of Sodeto, excluding information about the Spanish Christmas Lottery's impact on residents' happiness a year later?",,not,16262549,16262550,"Sodeto is a village formed in 1950 by the Instituto Nacional de Colonización y Desarrollo Rural, created to repopulate or enhance agricultural production in certain areas of Spain after the Spanish Civil War. It's a planned community on land that was owned by the Duke of Villahermosa.",Cannot answer,408,409,"Sodeto Sodeto is a village in the municipality of Alberuela de Tubo, Huesca, Spain. The village was created in 1950 by the ""Instituto Nacional de Colonización y Desarrollo Rural"" (INCDR), in English: National Institute of Rural Development and Colonization. The INCDR was the administrative entity that was established by the Spanish dictatorship in October 1939, shortly after the end of the Spanish Civil War, in order to repopulate certain areas of Spain or to bring infertile and arid areas into agricultural production. Sodeto is thus is a planned community. Its lands formerly belonged to the Duke of Villahermosa. The population","Sodeto
of the village was once about 400, but is now down to about 250. Early in 2012, the village's homeowner association won the largest prize to date in the Spanish Christmas Lottery drawing, a sum of about 950 million US dollars. A single ticket was worth 130,000 US dollars. Every resident save one had purchased at least one ticket. This feat received a lot of media attention and journalists swamped the village. A year later however, press reports indicate that the enormous amount of prize money didn't make the inhabitants that much happier. Sodeto Sodeto is a village in the",doc1,doc2,"Sodeto Sodeto is a village in the municipality of Alberuela de Tubo, Huesca, Spain. The village was created in 1950 by the ""Instituto Nacional de Colonización y Desarrollo Rural"" (INCDR), in English: National Institute of Rural Development and Colonization. The INCDR was the administrative entity that was established by the Spanish dictatorship in October 1939, shortly after the end of the Spanish Civil War, in order to repopulate certain areas of Spain or to bring infertile and arid areas into agricultural production. Sodeto is thus is a planned community. Its lands formerly belonged to the Duke of Villahermosa. The population","Sodeto
of the village was once about 400, but is now down to about 250. Early in 2012, the village's homeowner association won the largest prize to date in the Spanish Christmas Lottery drawing, a sum of about 950 million US dollars. A single ticket was worth 130,000 US dollars. Every resident save one had purchased at least one ticket. This feat received a lot of media attention and journalists swamped the village. A year later however, press reports indicate that the enormous amount of prize money didn't make the inhabitants that much happier. Sodeto Sodeto is a village in the"
boolq_NaturalQuestions_97,NaturalQuestions,97,q1,What are Cornelius Macarthy's achievements and roles excluding details about him being a British-Sierra Leonean actor starting his career in London at age 21?,What are Cornelius Macarthy's achievements and roles excluding details about him being a British-Sierra Leonean actor starting his career in London at age 21?,,not,20332241,20332242,"Cornelius Macarthy appeared in the Anthony Horowitz mini-series Collision, played the male lead in Patient 17 which won the London Independent Film Festival award for Best Sci-Fi/Horror Feature in 2012, and worked extensively on stage in productions at the Garrick Theatre, Royal National Theatre, Chichester Festival Theatre, and Guthrie Theatre.",Cannot answer,410,411,"Cornelius Macarthy
the Anthony Horowitz mini-series Collision; he also played the male lead in the supernatural thriller Patient 17, which went on to win the London Independent Film Festival award for Best Sci-Fi/Horror Feature in 2012. Cornelius has also worked extensively on the stage, appearing in a wide variety of productions both in the UK and internationally, including the Garrick Theatre (""One Flew over the Cuckoo's Nest"" with Christian Slater and Alex Kingston ), the Royal National Theatre (Welcome to Thebes), Chichester Festival Theatre (""Antony & Cleopatra"" with Kim Cattrall), the Guthrie Theatre (""Our Country's Good"", with Out of Joint Theatre Company","Cornelius Macarthy
), East West Theatre Company in Sarajevo and Belarus Free Theatre. Cornelius Macarthy Cornelius Macarthy is a British-Sierra Leonean actor and singer. Macarthy was born in Croydon, South London. His mother was an executive secretary, his father an economist, both Sierra Leoneans. At age 5, his mother decided to move back to Freetown, Sierra Leone, where he spent the next 14 years living on the fruit farm of his great, great uncle, Sir Henry Josiah Lightfoot Boston, the first indigenously elected Governor-General of Sierra Leone. He returned to London and at 21, started his professional career singing with the London",doc1,doc2,"Cornelius Macarthy
the Anthony Horowitz mini-series Collision; he also played the male lead in the supernatural thriller Patient 17, which went on to win the London Independent Film Festival award for Best Sci-Fi/Horror Feature in 2012. Cornelius has also worked extensively on the stage, appearing in a wide variety of productions both in the UK and internationally, including the Garrick Theatre (""One Flew over the Cuckoo's Nest"" with Christian Slater and Alex Kingston ), the Royal National Theatre (Welcome to Thebes), Chichester Festival Theatre (""Antony & Cleopatra"" with Kim Cattrall), the Guthrie Theatre (""Our Country's Good"", with Out of Joint Theatre Company","Cornelius Macarthy
), East West Theatre Company in Sarajevo and Belarus Free Theatre. Cornelius Macarthy Cornelius Macarthy is a British-Sierra Leonean actor and singer. Macarthy was born in Croydon, South London. His mother was an executive secretary, his father an economist, both Sierra Leoneans. At age 5, his mother decided to move back to Freetown, Sierra Leone, where he spent the next 14 years living on the fruit farm of his great, great uncle, Sir Henry Josiah Lightfoot Boston, the first indigenously elected Governor-General of Sierra Leone. He returned to London and at 21, started his professional career singing with the London"
boolq_NaturalQuestions_101,NaturalQuestions,101,q1,What is Mayday Books' mission in Minneapolis but not their 1991 relocation details?,What is Mayday Books' mission in Minneapolis but not their 1991 relocation details?,,not,12263819,12263820,Mayday Books' mission is to provide leftist political books and magazines and a space for political organizing for the Minneapolis/Saint Paul metropolitan area.,Cannot answer,412,413,"Mayday Books Established in 1975, Mayday Books is a volunteer-run, non-profit collective bookstore in Minneapolis, Minnesota. Its organizational mission is to provide leftist political books and magazines and a space for political organizing for the Minneapolis/Saint Paul metropolitan area. Mayday Books carries a selection of new and used political books, magazines, zines, T-shirts, postcards, and select CDs and DVDs. Numerous political organizations use the collective's space for their public meetings. The collective regularly hosts author readings, film screenings, political discussions, organizational meetings, and occasional celebrations. Among the many prominent activist groups that meet at Mayday Books, the Iraq Peace Action","Mayday Books
Coalition (IPAC) meets in the store space, where in 2008 it planned the permitted anti-war march against the Republican National Convention on September 1, 2008. Mayday Books was founded in 1975 on the corner of Selby and Western in St. Paul, Minnesota. By 1980 Mayday had moved to Franklin and Chicago in Minneapolis, Minnesota. Eventually, in the early 1990s, internal differences over store organization and political program resulted in a split with the breakaway group forming Arise Bookstore. Subsequently, in 1991, Mayday moved to its present location on Cedar Avenue in the West Bank neighborhood of Minneapolis. Mayday Books Established",doc1,doc2,"Mayday Books Established in 1975, Mayday Books is a volunteer-run, non-profit collective bookstore in Minneapolis, Minnesota. Its organizational mission is to provide leftist political books and magazines and a space for political organizing for the Minneapolis/Saint Paul metropolitan area. Mayday Books carries a selection of new and used political books, magazines, zines, T-shirts, postcards, and select CDs and DVDs. Numerous political organizations use the collective's space for their public meetings. The collective regularly hosts author readings, film screenings, political discussions, organizational meetings, and occasional celebrations. Among the many prominent activist groups that meet at Mayday Books, the Iraq Peace Action","Mayday Books
Coalition (IPAC) meets in the store space, where in 2008 it planned the permitted anti-war march against the Republican National Convention on September 1, 2008. Mayday Books was founded in 1975 on the corner of Selby and Western in St. Paul, Minnesota. By 1980 Mayday had moved to Franklin and Chicago in Minneapolis, Minnesota. Eventually, in the early 1990s, internal differences over store organization and political program resulted in a split with the breakaway group forming Arise Bookstore. Subsequently, in 1991, Mayday moved to its present location on Cedar Avenue in the West Bank neighborhood of Minneapolis. Mayday Books Established"
boolq_NaturalQuestions_104,NaturalQuestions,104,q1,"What accomplishments and political positions did John Houstoun have from 1783 to his death, excluding actions on trade routes and land grants in 1784?","What accomplishments and political positions did John Houstoun have from 1783 to his death, excluding actions on trade routes and land grants in 1784?",,not,4299504,4299503,"John Houstoun became the first elected Mayor of Savannah in 1790, was appointed a justice of the Superior Court of Georgia in 1791, and served as president of the Chatham Academy after 1792.",Cannot answer,414,415,"John Houstoun
vacant land in Franklin county, Georgia to French Vice Admiral d'Estaing and his heirs. The four bountyland grants totaling 20,000 acres were subsequently registered on June 13, 1785. In 1790 he became the first elected Mayor of Savannah, and in 1791 was appointed a justice of the Superior Court of Georgia. After 1792 he served as president of the Chatham Academy. Houstoun died at his home, ""White Bluff"", just outside Savannah on July 20, 1796. Houston County in central Georgia was named for him. The variation in spelling is typical of early nineteenth century orthography. John Houstoun pronounced his name","John Houstoun
Speaker in 1783. He then was elected to another one-year term as governor in 1784. Houstoun pushed for more access to the Indian Country. ""Formerly when the people of Pensacola and Mobile were one and the same with Us, we did not carry on trade with you from this Country, and then there was no Occasion to ask a Path thro’ the Creek Nation."" Since the Spanish controlled Florida, he wanted more east-west trade routes. The Creeks declined to grant the Choctaws access to the Georgia traders. On September 28, 1784 Governor John Houstoun granted four 5000 acre tracts of",doc1,doc2,"John Houstoun
vacant land in Franklin county, Georgia to French Vice Admiral d'Estaing and his heirs. The four bountyland grants totaling 20,000 acres were subsequently registered on June 13, 1785. In 1790 he became the first elected Mayor of Savannah, and in 1791 was appointed a justice of the Superior Court of Georgia. After 1792 he served as president of the Chatham Academy. Houstoun died at his home, ""White Bluff"", just outside Savannah on July 20, 1796. Houston County in central Georgia was named for him. The variation in spelling is typical of early nineteenth century orthography. John Houstoun pronounced his name","John Houstoun
Speaker in 1783. He then was elected to another one-year term as governor in 1784. Houstoun pushed for more access to the Indian Country. ""Formerly when the people of Pensacola and Mobile were one and the same with Us, we did not carry on trade with you from this Country, and then there was no Occasion to ask a Path thro’ the Creek Nation."" Since the Spanish controlled Florida, he wanted more east-west trade routes. The Creeks declined to grant the Choctaws access to the Georgia traders. On September 28, 1784 Governor John Houstoun granted four 5000 acre tracts of"
boolq_NaturalQuestions_109,NaturalQuestions,109,q1,What caused the Calais port blockage but not related to Competition and Markets Authority's 2019 healthcare data inclusion?,What caused the Calais port blockage but not related to Competition and Markets Authority's 2019 healthcare data inclusion?,,not,17195351,17195352,The port of Calais was blocked by workers due to Eurotunnel selling two new boats to the DFDS competitor.,Cannot answer,416,417,"Competition and Markets Authority
accountant of DFDS (the competitor and plaintiff) was now a member of the UK Competition Commission. Following these delays, Eurotunnel (owner of the boats rented to MyFerryLink) sold two new boats to the DFDS competitor. Because of this the port of Calais was blocked by workers, boats were occupied and the Channel Tunnel attacked, resulting in cross-channel disruption and traffic jams in the UK and France. During an inquiry into the private healthcare market the authority made the Private Healthcare Market Investigation Order 2014. This requires healthcare providers, including NHS trusts to submit information to the Private Healthcare Information Network.","Competition and Markets Authority
This will include information about infection rates, rates of adverse incidents, and the relative health improvement brought about by treatments. This will be broken down by consultant in 2018 and in 2019 will extend to charges. Competition and Markets Authority The Competition and Markets Authority (CMA) is a non-ministerial government department in the United Kingdom, responsible for strengthening business competition and preventing and reducing anti-competitive activities. The CMA launched in shadow form on 1 October 2013 and began operating fully on 1 April 2014, when it assumed many of the functions of the previously existing Competition Commission and Office of",doc1,doc2,"Competition and Markets Authority
accountant of DFDS (the competitor and plaintiff) was now a member of the UK Competition Commission. Following these delays, Eurotunnel (owner of the boats rented to MyFerryLink) sold two new boats to the DFDS competitor. Because of this the port of Calais was blocked by workers, boats were occupied and the Channel Tunnel attacked, resulting in cross-channel disruption and traffic jams in the UK and France. During an inquiry into the private healthcare market the authority made the Private Healthcare Market Investigation Order 2014. This requires healthcare providers, including NHS trusts to submit information to the Private Healthcare Information Network.","Competition and Markets Authority
This will include information about infection rates, rates of adverse incidents, and the relative health improvement brought about by treatments. This will be broken down by consultant in 2018 and in 2019 will extend to charges. Competition and Markets Authority The Competition and Markets Authority (CMA) is a non-ministerial government department in the United Kingdom, responsible for strengthening business competition and preventing and reducing anti-competitive activities. The CMA launched in shadow form on 1 October 2013 and began operating fully on 1 April 2014, when it assumed many of the functions of the previously existing Competition Commission and Office of"
boolq_NaturalQuestions_130,NaturalQuestions,130,q1,"What caused Commander John Waldegrave's death in WWII if he wasn't on the ""Penelope"" when it got torpedoed in 1944?","What caused Commander John Waldegrave's death in WWII if he wasn't on the ""Penelope"" when it got torpedoed in 1944?",,not,7821023,7821024,Cannot answer.,Cannot answer,418,419,"John Waldegrave (Royal Navy officer) Commander John Montagu Granville Waldegrave, DSC (29 August 1905 – 18 February 1944) was a British naval commander during World War II. Waldegrave was the eldest son of the 5th Baron Radstock. He commanded the cruiser 1938–1939, and the sloop in 1939. He was awarded the DSC for anti-submarine work performed while commanding the ""Puffin"". On 29 June 1940, he married Lady Hersey Boyle, the second daughter of the retired navy man, the 8th Earl of Glasgow, and they had two daughters: From 1942–1943, he served in the Operations Division, attached to shore station .","John Waldegrave (Royal Navy officer)
On 6 September 1943, he was assigned to the cruiser as executive officer. On 18 February 1944, ""Penelope"" was torpedoed by while returning from Anzio and Cmdr. Waldegrave was lost with the ship. • Royal Navy (RN) Officers 1939-1945 John Waldegrave (Royal Navy officer) Commander John Montagu Granville Waldegrave, DSC (29 August 1905 – 18 February 1944) was a British naval commander during World War II. Waldegrave was the eldest son of the 5th Baron Radstock. He commanded the cruiser 1938–1939, and the sloop in 1939. He was awarded the DSC for anti-submarine work performed while commanding the ""Puffin"". On",doc1,doc2,"John Waldegrave (Royal Navy officer) Commander John Montagu Granville Waldegrave, DSC (29 August 1905 – 18 February 1944) was a British naval commander during World War II. Waldegrave was the eldest son of the 5th Baron Radstock. He commanded the cruiser 1938–1939, and the sloop in 1939. He was awarded the DSC for anti-submarine work performed while commanding the ""Puffin"". On 29 June 1940, he married Lady Hersey Boyle, the second daughter of the retired navy man, the 8th Earl of Glasgow, and they had two daughters: From 1942–1943, he served in the Operations Division, attached to shore station .","John Waldegrave (Royal Navy officer)
On 6 September 1943, he was assigned to the cruiser as executive officer. On 18 February 1944, ""Penelope"" was torpedoed by while returning from Anzio and Cmdr. Waldegrave was lost with the ship. • Royal Navy (RN) Officers 1939-1945 John Waldegrave (Royal Navy officer) Commander John Montagu Granville Waldegrave, DSC (29 August 1905 – 18 February 1944) was a British naval commander during World War II. Waldegrave was the eldest son of the 5th Baron Radstock. He commanded the cruiser 1938–1939, and the sloop in 1939. He was awarded the DSC for anti-submarine work performed while commanding the ""Puffin"". On"
boolq_NaturalQuestions_136,NaturalQuestions,136,q1,"Who holds the record for the most Grammy wins in the Best Jazz Fusion Performance category, excluding the only female solo artist ever nominated?","Who holds the record for the most Grammy wins in the Best Jazz Fusion Performance category, excluding the only female solo artist ever nominated?",,not,3594224,3594226,"Pat Metheny holds the record for the most Grammy wins in the Best Jazz Fusion Performance category, with a total of five wins.",Cannot answer,420,421,"Grammy Award for Best Jazz Fusion Performance, Vocal or Instrumental, the award was first presented to the jazz band Weather Report at the 22nd Grammy Awards in 1980 for the album """". In 1988, the category name changed to Best Jazz Fusion Performance and was moved to a newly created Fusion field. The category name was retired before the 33rd Grammy Awards (1992) with the addition of the award for Best Contemporary Jazz Performance (currently known as Best Contemporary Jazz Album). Pat Metheny holds the record for the most wins in this category, with a total of five (four times","Grammy Award for Best Jazz Fusion Performance
record for the most nominations without a win, with six. In 1990, Terri Lyne Carrington became the first solo female artist to be nominated for the award. No female artists were nominated in 1991, the final year the award was presented, making Carrington the only female solo artist to be nominated throughout the category's lifetime. Each year is linked to the article about the Grammy Awards held that year. Grammy Award for Best Jazz Fusion Performance The Grammy Award for Best Jazz Fusion Performance was an award given to a song or album for excellence in the jazz fusion genre,",doc1,doc2,"Grammy Award for Best Jazz Fusion Performance, Vocal or Instrumental, the award was first presented to the jazz band Weather Report at the 22nd Grammy Awards in 1980 for the album """". In 1988, the category name changed to Best Jazz Fusion Performance and was moved to a newly created Fusion field. The category name was retired before the 33rd Grammy Awards (1992) with the addition of the award for Best Contemporary Jazz Performance (currently known as Best Contemporary Jazz Album). Pat Metheny holds the record for the most wins in this category, with a total of five (four times","Grammy Award for Best Jazz Fusion Performance
record for the most nominations without a win, with six. In 1990, Terri Lyne Carrington became the first solo female artist to be nominated for the award. No female artists were nominated in 1991, the final year the award was presented, making Carrington the only female solo artist to be nominated throughout the category's lifetime. Each year is linked to the article about the Grammy Awards held that year. Grammy Award for Best Jazz Fusion Performance The Grammy Award for Best Jazz Fusion Performance was an award given to a song or album for excellence in the jazz fusion genre,"
boolq_NaturalQuestions_139,NaturalQuestions,139,q1,What are the environmental criticisms of Akademik Lomonosov but without its departure date or reactor specs?,What are the environmental criticisms of Akademik Lomonosov but without its departure date or reactor specs?,,not,13667530,13667528,"The environmental criticisms of Akademik Lomonosov include potential harm to a ""fragile environment already under enormous pressure from climate change,"" being likened to a “nuclear Titanic” and a “Chernobyl on Ice” by Greenpeace. The Bellona Foundation also criticized it, but specific details of their report are not provided.",Cannot answer,422,423,"Akademik Lomonosov
Greenpeace and the Bellona Foundation. Greenpeace criticized the project as one that may cause harm to a ""fragile environment which is already under enormous pressure from climate change"", as well as calling it a “nuclear Titanic” and a “Chernobyl on Ice”. The Bellona Foundation had written an entire report of its criticism of the floating nuclear power plant. In response, Rosatom affirmed that precautions have been taken to prevent nuclear disaster and that the floating plant meet all the requirements of the International Atomic Energy Agency. On 26 August 2018, The New York Times published an article about the floating","Akademik Lomonosov
transfer of work from Sevmash to the Baltic Shipyard in Saint Petersburg. The first reactor was delivered in May and the second one in August 2009. ""Akademik Lomonosov"" was launched on 30 June 2010. ""Akademik Lomonosov"" will be deployed at Pevek, in the Chukotka region in Russia's Far East. It is expected to be delivered in 2019, and is planned to come online as the nearby Bilibino Nuclear Power Plant is shut down. On April 28, 2018, it left St. Petersburg under tow for Murmansk, where it will receive nuclear fuel for the first time. On May 17, 2018, it",doc1,doc2,"Akademik Lomonosov
Greenpeace and the Bellona Foundation. Greenpeace criticized the project as one that may cause harm to a ""fragile environment which is already under enormous pressure from climate change"", as well as calling it a “nuclear Titanic” and a “Chernobyl on Ice”. The Bellona Foundation had written an entire report of its criticism of the floating nuclear power plant. In response, Rosatom affirmed that precautions have been taken to prevent nuclear disaster and that the floating plant meet all the requirements of the International Atomic Energy Agency. On 26 August 2018, The New York Times published an article about the floating","Akademik Lomonosov
transfer of work from Sevmash to the Baltic Shipyard in Saint Petersburg. The first reactor was delivered in May and the second one in August 2009. ""Akademik Lomonosov"" was launched on 30 June 2010. ""Akademik Lomonosov"" will be deployed at Pevek, in the Chukotka region in Russia's Far East. It is expected to be delivered in 2019, and is planned to come online as the nearby Bilibino Nuclear Power Plant is shut down. On April 28, 2018, it left St. Petersburg under tow for Murmansk, where it will receive nuclear fuel for the first time. On May 17, 2018, it"
