id,query_column,query,q1,q2,doc1,doc2,answer_doc,trap_doc,answer_text,trap_text
47-2,q1,Where was the earliest pottery found that was lacking a glaze?,Where was the earliest pottery found that was lacking a glaze?,Where was the earliest pottery found that was varnished?,"Pottery making began in the 7th millennium BC. The earliest forms, which were found at the Hassuna site, were hand formed from slabs, undecorated, unglazed low-fired pots made from reddish-brown clays. Within the next millennium, wares were decorated with elaborate painted designs and natural forms, incising and burnished.","Pottery making began in the 7th millennium BC. The earliest forms known, which were found at the Hassuna site, were hand formed from slabs, undecorated, low-fired pots with a primitive glaze made from reddish-brown clays, but it is unknown if even earlier, unglazed forms may have been lost to the elements. Within the next millennium, wares were decorated with elaborate painted designs and natural forms, incising and burnished.",doc1,doc2,"Pottery making began in the 7th millennium BC. The earliest forms, which were found at the Hassuna site, were hand formed from slabs, undecorated, unglazed low-fired pots made from reddish-brown clays. Within the next millennium, wares were decorated with elaborate painted designs and natural forms, incising and burnished.","Pottery making began in the 7th millennium BC. The earliest forms known, which were found at the Hassuna site, were hand formed from slabs, undecorated, low-fired pots with a primitive glaze made from reddish-brown clays, but it is unknown if even earlier, unglazed forms may have been lost to the elements. Within the next millennium, wares were decorated with elaborate painted designs and natural forms, incising and burnished."
402-2,q1,Which maneuver neglected to straighten out the food crisis after seeing success at first?,Which maneuver neglected to straighten out the food crisis after seeing success at first?,Which maneuver straightened out the food crisis after seeing failure at first?,"Brezhnev's patron Khrushchev succeeded Stalin as General Secretary, while Khrushchev's rival Georgy Malenkov succeeded Stalin as Chairman of the Council of Ministers. Brezhnev sided with Khrushchev against Malenkov, but only for several years. In February 1954, he was appointed second secretary of the Communist Party of the Kazakh SSR, and was promoted to General Secretary in May, following Khrushchev's victory over Malenkov. On the surface his brief was simple: to make the new lands agriculturally productive. In reality, Brezhnev became involved in the development of the Soviet missile and nuclear arms programs, including the Baykonur Cosmodrome. The initially successful Virgin Lands Campaign soon became unproductive and failed to solve the growing Soviet food crisis. Brezhnev was recalled to Moscow in 1956. The harvest in the years following the Virgin Lands Campaign was disappointing, which would have hurt his political career had he remained in Kazakhstan.","Brezhnev's patron Khrushchev succeeded Stalin as General Secretary, while Khrushchev's rival Georgy Malenkov succeeded Stalin as Chairman of the Council of Ministers. Brezhnev sided with Khrushchev against Malenkov, but only for several years. In February 1954, he was appointed second secretary of the Communist Party of the Kazakh SSR, and was promoted to General Secretary in May, following Khrushchev's victory over Malenkov. On the surface his brief was simple: to make the new lands agriculturally productive. In reality, Brezhnev became involved in the development of the Soviet missile and nuclear arms programs, including the Baykonur Cosmodrome. The initially unproductive Virgin Lands Campaign soon became successful and solved the growing Soviet food crisis. Brezhnev was recalled to Moscow in 1956. The harvest in the years following the Virgin Lands Campaign was disappointing, which would have hurt his political career had he remained in Kazakhstan.",doc1,doc2,"Brezhnev's patron Khrushchev succeeded Stalin as General Secretary, while Khrushchev's rival Georgy Malenkov succeeded Stalin as Chairman of the Council of Ministers. Brezhnev sided with Khrushchev against Malenkov, but only for several years. In February 1954, he was appointed second secretary of the Communist Party of the Kazakh SSR, and was promoted to General Secretary in May, following Khrushchev's victory over Malenkov. On the surface his brief was simple: to make the new lands agriculturally productive. In reality, Brezhnev became involved in the development of the Soviet missile and nuclear arms programs, including the Baykonur Cosmodrome. The initially successful Virgin Lands Campaign soon became unproductive and failed to solve the growing Soviet food crisis. Brezhnev was recalled to Moscow in 1956. The harvest in the years following the Virgin Lands Campaign was disappointing, which would have hurt his political career had he remained in Kazakhstan.","Brezhnev's patron Khrushchev succeeded Stalin as General Secretary, while Khrushchev's rival Georgy Malenkov succeeded Stalin as Chairman of the Council of Ministers. Brezhnev sided with Khrushchev against Malenkov, but only for several years. In February 1954, he was appointed second secretary of the Communist Party of the Kazakh SSR, and was promoted to General Secretary in May, following Khrushchev's victory over Malenkov. On the surface his brief was simple: to make the new lands agriculturally productive. In reality, Brezhnev became involved in the development of the Soviet missile and nuclear arms programs, including the Baykonur Cosmodrome. The initially unproductive Virgin Lands Campaign soon became successful and solved the growing Soviet food crisis. Brezhnev was recalled to Moscow in 1956. The harvest in the years following the Virgin Lands Campaign was disappointing, which would have hurt his political career had he remained in Kazakhstan."
193-2,q1,What culture saw itself as Mexican as much as American?,What culture saw itself as Mexican as much as American?,What culture saw itself as Mexican and not as much American?,"Legal scholar Ian Haney López records that, in the 1930s, ""community leaders promoted the term ""Mexican American"" to convey an assimilationist ideology stressing white identity."" Academic Lisa Y. Ramos notes that ""this phenomenon demonstrates why no Black-Brown civil rights effort emerged prior to the 1960s."" As a precursor to the Chicano Movement, anti-assimilationist Mexican American youth rejected the previous generation's racial aspirations to assimilate into Anglo-American society and developed an ""alienated ""pachuco"" culture that fashioned itself neither as Mexican nor American."" Pachucos themselves adopted Chicano identity to emphasize their opposition to assimilation in the 1940s.","Legal scholar Ian Haney López records that, in the 1930s, ""community leaders promoted the term ""Mexican American"" to convey an assimilationist ideology stressing white identity."" Academic Lisa Y. Ramos notes that ""this phenomenon demonstrates why no Black-Brown civil rights effort emerged prior to the 1960s."" As a precursor to the Chicano Movement, anti-assimilationist Mexican American youth rejected the previous generation's racial aspirations to assimilate into Anglo-American society, but neither did they want to develop an ""alienated ""pachuco"" culture, so fashioned itself as more Mexican than American."" Pachucos themselves adopted Chicano identity to emphasize their opposition to assimilation in the 1940s.",doc1,doc2,"Legal scholar Ian Haney López records that, in the 1930s, ""community leaders promoted the term ""Mexican American"" to convey an assimilationist ideology stressing white identity."" Academic Lisa Y. Ramos notes that ""this phenomenon demonstrates why no Black-Brown civil rights effort emerged prior to the 1960s."" As a precursor to the Chicano Movement, anti-assimilationist Mexican American youth rejected the previous generation's racial aspirations to assimilate into Anglo-American society and developed an ""alienated ""pachuco"" culture that fashioned itself neither as Mexican nor American."" Pachucos themselves adopted Chicano identity to emphasize their opposition to assimilation in the 1940s.","Legal scholar Ian Haney López records that, in the 1930s, ""community leaders promoted the term ""Mexican American"" to convey an assimilationist ideology stressing white identity."" Academic Lisa Y. Ramos notes that ""this phenomenon demonstrates why no Black-Brown civil rights effort emerged prior to the 1960s."" As a precursor to the Chicano Movement, anti-assimilationist Mexican American youth rejected the previous generation's racial aspirations to assimilate into Anglo-American society, but neither did they want to develop an ""alienated ""pachuco"" culture, so fashioned itself as more Mexican than American."" Pachucos themselves adopted Chicano identity to emphasize their opposition to assimilation in the 1940s."
16-2,q1,What is the name of the body of water in northeastern Oregon that is still incomplete?,What is the name of the body of water in northeastern Oregon that is still incomplete?,What is the name of the body of water in northeastern Oregon that is totallycomplete?,"Since the early 20th century, when Swan Falls Dam was constructed on the middle Snake River upstream of Hells Canyon, the fifteen dams and reservoirs on the river have posed an increasing problem for migrating salmon. Agricultural lands and their resulting runoff have also had a significant impact on the success rate of migrating fish. Salmon can travel up the Snake River as far as Hells Canyon Dam, using the fish passage facilities of the four lower Snake River dams, leaving the Clearwater, Grande Ronde and Salmon river to sustain spawning salmon. Rising in several forks in the Clearwater Mountains of central Idaho, the Clearwater and Salmon River watersheds are nearly undeveloped with the enormous exception of Dworshak Dam on the North Fork Clearwater River. The watershed of the Grande Ronde in northeastern Oregon is also largely undeveloped. The four reservoirs formed by the lower Snake River dams—Lake Sacagawea, Lake Herbert G. West, Lake Bryan, and Lower Granite Lake—have also formed problems, as the downstream current in the pools is often not enough for the fish to sense, confusing their migration routes.","Since the early 20th ;century, when Swan Falls Dam was constructed on the middle Snake River upstream of Hells Canyon, the fifteen dams and reservoirs on the river have posed an increasing problem for migrating salmon. Agricultural lands and their resulting runoff have also had a significant impact on the success rate of migrating fish. Salmon can travel up the Snake River as far as Hells Canyon Dam, using the fish passage facilities of the four lower Snake River dams, leaving the Clearwater, Grande Ronde and Salmon river to sustain spawning salmon. Rising in several forks in the Clearwater Mountains of central Idaho, the Clearwater and Salmon River watersheds are nearly undeveloped with the enormous exception of Dworshak Dam on the North Fork Clearwater River. While those rivers remain undeveloped, however, the watershed of the Grande Ronde in northeastern Oregon is fully dammed, and the center of a highly productive agricultural area. The four reservoirs formed by the lower Snake River dams—Lake Sacagawea, Lake Herbert G. West, Lake Bryan, and Lower Granite Lake—have also formed problems, as the downstream current in the pools is often not enough for the fish to sense, confusing their migration routes.",doc1,doc2,"Since the early 20th century, when Swan Falls Dam was constructed on the middle Snake River upstream of Hells Canyon, the fifteen dams and reservoirs on the river have posed an increasing problem for migrating salmon. Agricultural lands and their resulting runoff have also had a significant impact on the success rate of migrating fish. Salmon can travel up the Snake River as far as Hells Canyon Dam, using the fish passage facilities of the four lower Snake River dams, leaving the Clearwater, Grande Ronde and Salmon river to sustain spawning salmon. Rising in several forks in the Clearwater Mountains of central Idaho, the Clearwater and Salmon River watersheds are nearly undeveloped with the enormous exception of Dworshak Dam on the North Fork Clearwater River. The watershed of the Grande Ronde in northeastern Oregon is also largely undeveloped. The four reservoirs formed by the lower Snake River dams—Lake Sacagawea, Lake Herbert G. West, Lake Bryan, and Lower Granite Lake—have also formed problems, as the downstream current in the pools is often not enough for the fish to sense, confusing their migration routes.","Since the early 20th ;century, when Swan Falls Dam was constructed on the middle Snake River upstream of Hells Canyon, the fifteen dams and reservoirs on the river have posed an increasing problem for migrating salmon. Agricultural lands and their resulting runoff have also had a significant impact on the success rate of migrating fish. Salmon can travel up the Snake River as far as Hells Canyon Dam, using the fish passage facilities of the four lower Snake River dams, leaving the Clearwater, Grande Ronde and Salmon river to sustain spawning salmon. Rising in several forks in the Clearwater Mountains of central Idaho, the Clearwater and Salmon River watersheds are nearly undeveloped with the enormous exception of Dworshak Dam on the North Fork Clearwater River. While those rivers remain undeveloped, however, the watershed of the Grande Ronde in northeastern Oregon is fully dammed, and the center of a highly productive agricultural area. The four reservoirs formed by the lower Snake River dams—Lake Sacagawea, Lake Herbert G. West, Lake Bryan, and Lower Granite Lake—have also formed problems, as the downstream current in the pools is often not enough for the fish to sense, confusing their migration routes."
381-2,q1,Who assailed the humans due to Satan being sent to the earth?,Who assailed the humans due to Satan being sent to the earth?,Who denied to be assailing mankind because of to Satan being cast into the Underworld?,"Opinions on the devil, and his relationship to the Demiurge, varied. The Ophites held that he and his demons constantly oppose and thwart the human race, as it was on their account the devil was cast down into this world. According to one variant of the Valentinian system, the Demiurge is also the maker, out of the appropriate substance, of an order of ""spiritual"" beings, the devil, the prince of this world, and his angels. But the devil, as being a ""spirit"" of wickedness, is able to recognise the higher spiritual world, of which his maker the Demiurge, who is only animal, has no real knowledge. The devil resides in this lower world, of which he is the prince, the Demiurge in the heavens; his mother Sophia in the middle region, above the heavens and below the Pleroma.","Opinions on the devil, and his relationship to the Demiurge, varied. The Ophites would always oppose the assertion that the devil and his demons were constantly frustrating humans, due to their reports that banished the devil to Hell. According to one variant of the Valentinian system, the Demiurge is also the maker, out of the appropriate substance, of an order of ""spiritual"" beings, the devil, the prince of this world, and his angels. But the devil, as being a ""spirit"" of wickedness, is able to recognise the higher spiritual world, of which his maker the Demiurge, who is only animal, has no real knowledge. The devil resides in this lower world, of which he is the prince, the Demiurge in the heavens; his mother Sophia in the middle region, above the heavens and below the Pleroma.",doc1,doc2,"Opinions on the devil, and his relationship to the Demiurge, varied. The Ophites held that he and his demons constantly oppose and thwart the human race, as it was on their account the devil was cast down into this world. According to one variant of the Valentinian system, the Demiurge is also the maker, out of the appropriate substance, of an order of ""spiritual"" beings, the devil, the prince of this world, and his angels. But the devil, as being a ""spirit"" of wickedness, is able to recognise the higher spiritual world, of which his maker the Demiurge, who is only animal, has no real knowledge. The devil resides in this lower world, of which he is the prince, the Demiurge in the heavens; his mother Sophia in the middle region, above the heavens and below the Pleroma.","Opinions on the devil, and his relationship to the Demiurge, varied. The Ophites would always oppose the assertion that the devil and his demons were constantly frustrating humans, due to their reports that banished the devil to Hell. According to one variant of the Valentinian system, the Demiurge is also the maker, out of the appropriate substance, of an order of ""spiritual"" beings, the devil, the prince of this world, and his angels. But the devil, as being a ""spirit"" of wickedness, is able to recognise the higher spiritual world, of which his maker the Demiurge, who is only animal, has no real knowledge. The devil resides in this lower world, of which he is the prince, the Demiurge in the heavens; his mother Sophia in the middle region, above the heavens and below the Pleroma."
612-3,q1,What group was rumored to have employed unethical means to win their conflict?,What group was rumored to have employed unethical means to win their conflict?,What group was proven to have employed unethical means to win their conflict?,"It is stated by the Tenth Doctor in ""The End of Time"" that Gallifrey is not how he and the Master knew it in their youth. Implying that the Time Lords had resorted to desperate and deplorable measures to fight the Daleks, the Doctor is willing to break his code of non-violence to stop the return of the Time Lords. This is reinforced within a short feature that discloses the hitherto unknown circumstances of the Eighth Doctor's regeneration into the War Doctor, entitled ""The Night of the Doctor"" (2013). A young pilot rejects assistance from the Eighth Doctor due to her fear of the Time Lords.","It is stated by the Tenth Doctor in ""The End of Time"" that Gallifrey is not how he and the Master knew it in their youth. Recognizing that the Daleks had used desperate and deplorable methods in their battle with the Time Lords, the Doctor is willing to break his code of non-violence to stop the return of the Daleks. This is reinforced within a short feature that discloses the hitherto unknown circumstances of the Eighth Doctor's regeneration into the War Doctor, entitled ""The Night of the Doctor"" (2013). A young pilot rejects assistance from the Eighth Doctor due to her fear of the Time Lords.",doc1,doc2,"It is stated by the Tenth Doctor in ""The End of Time"" that Gallifrey is not how he and the Master knew it in their youth. Implying that the Time Lords had resorted to desperate and deplorable measures to fight the Daleks, the Doctor is willing to break his code of non-violence to stop the return of the Time Lords. This is reinforced within a short feature that discloses the hitherto unknown circumstances of the Eighth Doctor's regeneration into the War Doctor, entitled ""The Night of the Doctor"" (2013). A young pilot rejects assistance from the Eighth Doctor due to her fear of the Time Lords.","It is stated by the Tenth Doctor in ""The End of Time"" that Gallifrey is not how he and the Master knew it in their youth. Recognizing that the Daleks had used desperate and deplorable methods in their battle with the Time Lords, the Doctor is willing to break his code of non-violence to stop the return of the Daleks. This is reinforced within a short feature that discloses the hitherto unknown circumstances of the Eighth Doctor's regeneration into the War Doctor, entitled ""The Night of the Doctor"" (2013). A young pilot rejects assistance from the Eighth Doctor due to her fear of the Time Lords."
325-2,q1,What companies were in danger for solely economic reasons?,What companies were in danger for solely economic reasons?,What companies were in danger for economic and psychological reasons?,"Fearing large job losses due to the poor cash flow situation and the unstable ownership structure, the French government arranged talks between Citroën and Michelin culminating in the merger of Automobiles Citroën and Automobiles Peugeot into a single company. Thus, one year after the break with Fiat, on 24 June 1974 Citroën announced the new partnership, this time with Peugeot. to whom Michelin agreed to transfer control of the business.","Fearing large job losses due to the poor cash flow situation and the unstable mental state of the hapless executives who enjoyed tenure thanks to the company's convoluted ownership structure, the French government arranged talks between Citroën and Michelin culminating in the merger of Automobiles Citroën and Automobiles Peugeot into a single company. Thus, one year after the break with Fiat, on 24 June 1974 Citroën announced the new partnership, this time with Peugeot. to whom Michelin agreed to transfer control of the business.",doc1,doc2,"Fearing large job losses due to the poor cash flow situation and the unstable ownership structure, the French government arranged talks between Citroën and Michelin culminating in the merger of Automobiles Citroën and Automobiles Peugeot into a single company. Thus, one year after the break with Fiat, on 24 June 1974 Citroën announced the new partnership, this time with Peugeot. to whom Michelin agreed to transfer control of the business.","Fearing large job losses due to the poor cash flow situation and the unstable mental state of the hapless executives who enjoyed tenure thanks to the company's convoluted ownership structure, the French government arranged talks between Citroën and Michelin culminating in the merger of Automobiles Citroën and Automobiles Peugeot into a single company. Thus, one year after the break with Fiat, on 24 June 1974 Citroën announced the new partnership, this time with Peugeot. to whom Michelin agreed to transfer control of the business."
127-3,q1,Whose plague was one of the causes of Achilles' conflict?,Whose plague was one of the causes of Achilles' conflict?,Whose plague was the cause of Achilles' conflict?,"Apollo played a pivotal role in the entire Trojan War. He sided with the Trojans, and sent a terrible plague to the Greek camp, which indirectly led to the conflict between Achilles and Agamemnon. He killed the Greek heroes Patroclus, Achilles, and numerous Greek soldiers. He also helped many Trojan heroes, the most important one being Hector. After the end of the war, Apollo and Poseidon together cleaned the remains of the city and the camps.","Apollo played a pivotal role in the entire Trojan War. He sided with the Trojans, and sent a terrible plague to the Greek camp, which directly led to the conflict between Achilles and Agamemnon. He killed the Greek heroes Patroclus, Achilles, and numerous Greek soldiers. He also helped many Trojan heroes, the most important one being Hector. After the end of the war, Apollo and Poseidon together cleaned the remains of the city and the camps.",doc1,doc2,"Apollo played a pivotal role in the entire Trojan War. He sided with the Trojans, and sent a terrible plague to the Greek camp, which indirectly led to the conflict between Achilles and Agamemnon. He killed the Greek heroes Patroclus, Achilles, and numerous Greek soldiers. He also helped many Trojan heroes, the most important one being Hector. After the end of the war, Apollo and Poseidon together cleaned the remains of the city and the camps.","Apollo played a pivotal role in the entire Trojan War. He sided with the Trojans, and sent a terrible plague to the Greek camp, which directly led to the conflict between Achilles and Agamemnon. He killed the Greek heroes Patroclus, Achilles, and numerous Greek soldiers. He also helped many Trojan heroes, the most important one being Hector. After the end of the war, Apollo and Poseidon together cleaned the remains of the city and the camps."
246-3,q1,What workers did not have any operating system?,What workers did not have any operating system?,What workers had an operating system?,"Application developers writing in 6301 assembler struggled with the small amount of RAM (2 kB) and the lack of an operating system. Another difficulty for developers was with the performance limitations of the earliest DATAPAKs, which used a serial-access internal architecture, as opposed to random access. Retrieving, for example, byte 2000 from a DATAPAK meant issuing successive hardware commands to either step from the current read position one address place at time until position 2000 was reached or, in the worst case, resetting the read position to zero and then issuing a step-forward command 2000 times.","Application developers writing in 6301 assembler struggled with the small amount of RAM (2 ;kB) and the primitive, functionally-obsolete, operating system. Another difficulty for developers was with the performance limitations of the earliest DATAPAKs, which used a serial-access internal architecture, as opposed to random access. Retrieving, for example, byte 2000 from a DATAPAK meant issuing successive hardware commands to either step from the current read position one address place at time until position 2000 was reached or, in the worst case, resetting the read position to zero and then issuing a step-forward command 2000 times.",doc1,doc2,"Application developers writing in 6301 assembler struggled with the small amount of RAM (2 kB) and the lack of an operating system. Another difficulty for developers was with the performance limitations of the earliest DATAPAKs, which used a serial-access internal architecture, as opposed to random access. Retrieving, for example, byte 2000 from a DATAPAK meant issuing successive hardware commands to either step from the current read position one address place at time until position 2000 was reached or, in the worst case, resetting the read position to zero and then issuing a step-forward command 2000 times.","Application developers writing in 6301 assembler struggled with the small amount of RAM (2 ;kB) and the primitive, functionally-obsolete, operating system. Another difficulty for developers was with the performance limitations of the earliest DATAPAKs, which used a serial-access internal architecture, as opposed to random access. Retrieving, for example, byte 2000 from a DATAPAK meant issuing successive hardware commands to either step from the current read position one address place at time until position 2000 was reached or, in the worst case, resetting the read position to zero and then issuing a step-forward command 2000 times."
408-3,q1,Why is the cultivation of tomatoes easy in Southern California?,Why is the cultivation of tomatoes easy in Southern California?,Why is the cultivation of tomatoes difficult in Southern California?,"The weather in Southern California is such that the temperature rarely drops below 54 °F in winter, thus, sun-loving crops like pistachios, kiwifruit, avocadoes, strawberries, and tomatoes are staple crops of the region, the last often dried in the sun and a feature of salads and sandwiches.","The weather in Southern California is such that the temperature occasionally drops below 54°F in winter, thus, sun-loving crops like pistachios, kiwifruit, avocadoes, strawberries, and tomatoes are not staple crops of the region, and are usually killed off during the winter when it gets cold. Tomatoes are often dried in the sun and a feature of salads and sandwiches grow consistently there in summer only.",doc1,doc2,"The weather in Southern California is such that the temperature rarely drops below 54 °F in winter, thus, sun-loving crops like pistachios, kiwifruit, avocadoes, strawberries, and tomatoes are staple crops of the region, the last often dried in the sun and a feature of salads and sandwiches.","The weather in Southern California is such that the temperature occasionally drops below 54°F in winter, thus, sun-loving crops like pistachios, kiwifruit, avocadoes, strawberries, and tomatoes are not staple crops of the region, and are usually killed off during the winter when it gets cold. Tomatoes are often dried in the sun and a feature of salads and sandwiches grow consistently there in summer only."
231-2,q1,What is not known about the gendarmerie?,What is not known about the gendarmerie?,What is known about the gendarmerie?,"The Armed Forces of Equatorial Guinea consists of approximately 2,500 service members. The army has almost 1,400 soldiers, the police 400 paramilitary men, the navy 200 service members, and the air force about 120 members. There is also a gendarmerie, but the number of members is unknown. The Gendarmerie is a new branch of the service in which training and education is being supported by the French Military Cooperation in Equatorial Guinea.","The Armed Forces of Equatorial Guinea consists of approximately 2,500 service members. The army has almost 1,400 soldiers, the police 400 paramilitary men, the navy 200 service members, and the air force about 120 members. There is also a gendarmerie, with 150 members, but the number of those who are also active-duty military is unknown The Gendarmerie is a new branch of the service in which training and education is being supported by the French Military Cooperation in Equatorial Guinea.",doc1,doc2,"The Armed Forces of Equatorial Guinea consists of approximately 2,500 service members. The army has almost 1,400 soldiers, the police 400 paramilitary men, the navy 200 service members, and the air force about 120 members. There is also a gendarmerie, but the number of members is unknown. The Gendarmerie is a new branch of the service in which training and education is being supported by the French Military Cooperation in Equatorial Guinea.","The Armed Forces of Equatorial Guinea consists of approximately 2,500 service members. The army has almost 1,400 soldiers, the police 400 paramilitary men, the navy 200 service members, and the air force about 120 members. There is also a gendarmerie, with 150 members, but the number of those who are also active-duty military is unknown The Gendarmerie is a new branch of the service in which training and education is being supported by the French Military Cooperation in Equatorial Guinea."
301-3,q1,What was never given by the university before 1920?,What was never given by the university before 1920?,What was given by the university before 1920?,"Before 1920, the university refused to give academic degrees to women and would not acknowledge them as full members of the university. (Some of these women, nicknamed the steamboat ladies, were awarded ""ad eundem"" degrees by Trinity College Dublin, between 1904 and 1907.) In 1920 the first women graduated from the college at the Sheldonian Theatre and the principal at the time, Henrietta Jex-Blake, was given an honorary degree.","Before 1920, the university offered academic degrees to women and acknowledged them as full members of the university. (Some of these women, nicknamed the steamboat ladies, were awarded ""ad eundem"" degrees by Trinity College Dublin, between 1904 and 1907.) In 1920, many women graduated from the college at the Sheldonian Theatre and the principal at the time, Henrietta Jex-Blake, was given an honorary degree.",doc1,doc2,"Before 1920, the university refused to give academic degrees to women and would not acknowledge them as full members of the university. (Some of these women, nicknamed the steamboat ladies, were awarded ""ad eundem"" degrees by Trinity College Dublin, between 1904 and 1907.) In 1920 the first women graduated from the college at the Sheldonian Theatre and the principal at the time, Henrietta Jex-Blake, was given an honorary degree.","Before 1920, the university offered academic degrees to women and acknowledged them as full members of the university. (Some of these women, nicknamed the steamboat ladies, were awarded ""ad eundem"" degrees by Trinity College Dublin, between 1904 and 1907.) In 1920, many women graduated from the college at the Sheldonian Theatre and the principal at the time, Henrietta Jex-Blake, was given an honorary degree."
407-2,q1,What program was not likely to start by 2017?,What program was not likely to start by 2017?,What program was likely to start by 2017?,"The presence of numerous human habitations close to the National Park results in conflict between lions, local people and their livestock. Some consider the presence of lions a benefit, as they keep populations of crop damaging herbivores in check. The establishment of a second, independent Asiatic lion population in Kuno Wildlife Sanctuary, located in Madhya Pradesh was planned but in 2017, the Asiatic Lion Reintroduction Project seemed unlikely to be implemented.","The presence of numerous human habitations close to the National Park results in conflict between lions, local people and their livestock. Some consider the presence of lions a benefit, as they keep populations of crop damaging herbivores in check. The establishment of a second, independent Asiatic lion population in Kuno Wildlife Sanctuary, located in Madhya Pradesh appeared unlikely, and yet, in 2017, the Asiatic Lion Reintroduction Project was implemented.",doc1,doc2,"The presence of numerous human habitations close to the National Park results in conflict between lions, local people and their livestock. Some consider the presence of lions a benefit, as they keep populations of crop damaging herbivores in check. The establishment of a second, independent Asiatic lion population in Kuno Wildlife Sanctuary, located in Madhya Pradesh was planned but in 2017, the Asiatic Lion Reintroduction Project seemed unlikely to be implemented.","The presence of numerous human habitations close to the National Park results in conflict between lions, local people and their livestock. Some consider the presence of lions a benefit, as they keep populations of crop damaging herbivores in check. The establishment of a second, independent Asiatic lion population in Kuno Wildlife Sanctuary, located in Madhya Pradesh appeared unlikely, and yet, in 2017, the Asiatic Lion Reintroduction Project was implemented."
123-3,q1,What area did Wheeler skip before going to Jerusalem?,What area did Wheeler skip before going to Jerusalem?,What area didn't Wheeler skip before going to Jerusalem?,"In the summer of 1941, Wheeler and three of his batteries were assigned to fight against German and Italian forces in the North African Campaign. In September, they set sail from Glasgow aboard the RMS ""Empress of Russia""; because the Mediterranean was controlled largely by enemy naval forces, they were forced to travel via the Cape of Good Hope, before taking shore leave in Durban. There, Wheeler visited the local kraals to compare them with the settlements of Iron Age Britain. The ship docked in Aden, where Wheeler and his men again took shore leave. They soon reached the British-controlled Suez, where they disembarked and were stationed on the shores of the Great Bitter Lake. There, Wheeler took a brief leave of absence to travel to Jerusalem, where he visited Petrie on his hospital deathbed. Back in Egypt, he gained permission to fly as a front gunner in a Wellington bomber on a bombing raid against Axis forces, to better understand what it was like for aircrew to be fired on by an anti-aircraft battery.","In the summer of 1941, Wheeler and three of his batteries were assigned to fight against German and Italian forces in the North African Campaign. In September, they set sail from Glasgow aboard the RMS ""Empress of Russia""; because the Mediterranean was controlled largely by enemy naval forces, they were forced to travel via the Cape of Good Hope, before taking shore leave in Durban. There, Wheeler visited the local kraals to compare them with the settlements of Iron Age Britain. The ship docked in Aden, where Wheeler and his men again took shore leave. They soon reached the British-controlled Suez, where they disembarked and were stationed on the shores of the Great Bitter Lake. There, Wheeler stayed, rather than travel to Jerusalem, so he could not visit Petrie on his hospital deathbed. Back in Egypt, he gained permission to fly as a front gunner in a Wellington bomber on a bombing raid against Axis forces, to better understand what it was like for aircrew to be fired on by an anti-aircraft battery.",doc1,doc2,"In the summer of 1941, Wheeler and three of his batteries were assigned to fight against German and Italian forces in the North African Campaign. In September, they set sail from Glasgow aboard the RMS ""Empress of Russia""; because the Mediterranean was controlled largely by enemy naval forces, they were forced to travel via the Cape of Good Hope, before taking shore leave in Durban. There, Wheeler visited the local kraals to compare them with the settlements of Iron Age Britain. The ship docked in Aden, where Wheeler and his men again took shore leave. They soon reached the British-controlled Suez, where they disembarked and were stationed on the shores of the Great Bitter Lake. There, Wheeler took a brief leave of absence to travel to Jerusalem, where he visited Petrie on his hospital deathbed. Back in Egypt, he gained permission to fly as a front gunner in a Wellington bomber on a bombing raid against Axis forces, to better understand what it was like for aircrew to be fired on by an anti-aircraft battery.","In the summer of 1941, Wheeler and three of his batteries were assigned to fight against German and Italian forces in the North African Campaign. In September, they set sail from Glasgow aboard the RMS ""Empress of Russia""; because the Mediterranean was controlled largely by enemy naval forces, they were forced to travel via the Cape of Good Hope, before taking shore leave in Durban. There, Wheeler visited the local kraals to compare them with the settlements of Iron Age Britain. The ship docked in Aden, where Wheeler and his men again took shore leave. They soon reached the British-controlled Suez, where they disembarked and were stationed on the shores of the Great Bitter Lake. There, Wheeler stayed, rather than travel to Jerusalem, so he could not visit Petrie on his hospital deathbed. Back in Egypt, he gained permission to fly as a front gunner in a Wellington bomber on a bombing raid against Axis forces, to better understand what it was like for aircrew to be fired on by an anti-aircraft battery."
